Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Loiselle, D., Ramchandra, R.","7004191278; 6507279062","A counterview of ‘An investigation of the false discovery rate and the misinterpretation of p-values’ by Colquhoun (2014)",2015,"Royal Society Open Science",2,"8", 150217,,,,2,10.1098/rsos.150217,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84958078247&partnerID=40&md5=09e58b3ed4cd6b18a9cfedafa0f69ba1",Note,Final,Open Access,Scopus,2-s2.0-84958078247
"Brassey, C.A., Gardiner, J.D.","55365436300; 26325447000","An advanced shape-fitting algorithm applied to quadrupedal mammals: Improving volumetric mass estimates",2015,"Royal Society Open Science",2,"8", 150302,,,,8,10.1098/rsos.150302,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84958078129&partnerID=40&md5=6afc82434eec5338760fecaabc7a589f",Article,Final,Open Access,Scopus,2-s2.0-84958078129
"Wakefield, A., Stone, E.L., Jones, G., Harris, S.","56553833400; 26647183800; 55215755200; 7403485048","Light-emitting diode street lights reduce last-ditch evasive manoeuvres by moths to bat echolocation calls",2015,"Royal Society Open Science",2,"8", 150291,,,,23,10.1098/rsos.150291,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84958074234&partnerID=40&md5=d76470ad20ab0613fdf18a0637418735",Article,Final,Open Access,Scopus,2-s2.0-84958074234
"Xu, D., Jahanchahi, C., Took, C.C., Mandic, D.P.","23394265800; 36668682800; 14830752200; 7006513328","Enabling quaternion derivatives: The generalized HR calculus",2015,"Royal Society Open Science",2,"8", 150255,,,,19,10.1098/rsos.150255,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84958073781&partnerID=40&md5=92e306aad90fbc7326ee0fb6956416ab",Article,Final,Open Access,Scopus,2-s2.0-84958073781
"Arditi, G., Weiss, A.J., Yovel, Y.","57115436700; 7402247592; 23996139600","Object localization using a biosonar beam: How opening your mouth improves localization",2015,"Royal Society Open Science",2,"8", 150225,,,,8,10.1098/rsos.150225,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84958068752&partnerID=40&md5=b5a8e73837bb55cef99e5d586e3e7ba3",Article,Final,Open Access,Scopus,2-s2.0-84958068752
"Colquhoun, D.","7006231612","Response to comment by Loiselle &amp; Ramchandra (2015)",2015,"Royal Society Open Science",2,"8", 150319,,,,1,10.1098/rsos.150319,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84958064112&partnerID=40&md5=f4a9edd8f283a0cd150dac28f2211d83",Letter,Final,Open Access,Scopus,2-s2.0-84958064112
"Barchiesi, D., Preis, T., Bishop, S., Moat, H.S.","49060906000; 14066361400; 7202504799; 55185006100","Modelling human mobility patterns using photographic data shared online",2015,"Royal Society Open Science",2,"8", 150046,,,,17,10.1098/rsos.150046,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84958063864&partnerID=40&md5=1e2f88754838700a300dce1330a3a532",Article,Final,Open Access,Scopus,2-s2.0-84958063864
"Ullah, A., Ahmed, N., Pappu, S.D., Shatabda, S., Dayem Ullah, A. Z. M., Sohel Rahman, M.","57200953325; 57114197400; 57114741400; 56037035700; 22933534900; 55457931100","Efficient conformational space exploration in ab initio protein folding simulation",2015,"Royal Society Open Science",2,"8", 150238,,,,1,10.1098/rsos.150238,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84958063773&partnerID=40&md5=b226161d6bb7f4227dab93742b027757",Article,Final,Open Access,Scopus,2-s2.0-84958063773
"Gurzadyan, V.G., Yan, H., Vlahovic, G., Kashin, A., Killela, P., Reitman, Z., Sargsyan, S., Yegorian, G., Milledge, G., Vlahovic, B.","7003857904; 7403395289; 6602763349; 7004342902; 35311071100; 23398473200; 36193380200; 14047681100; 57115452900; 6701577584","Detecting somatic mutations in genomic sequences by means of Kolmogorov–Arnold analysis",2015,"Royal Society Open Science",2,"8", 150143,,,,2,10.1098/rsos.150143,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84954353772&partnerID=40&md5=26d2f5fcb3e0db010b379bb18aa43032",Article,Final,Open Access,Scopus,2-s2.0-84954353772
"Perlman, M., Dale, R., Lupyan, G.","56292129200; 15071495300; 6504431249","Iconicity can ground the creation of vocal symbols",2015,"Royal Society Open Science",2,"8", 150152,,,,28,10.1098/rsos.150152,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84949428788&partnerID=40&md5=deedd6bf75b927679ef34a16c4092e97",Article,Final,Open Access,Scopus,2-s2.0-84949428788
"Akanni, W.A., Wilkinson, M., Creevey, C.J., Foster, P.G., Pisani, D.","56196988700; 7401696089; 6507448487; 7201517538; 7003342002","Implementing and testing Bayesian and maximum-likelihood supertree methods in phylogenetics",2015,"Royal Society Open Science",2,"8", 140436,,,,13,10.1098/rsos.140436,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84946851886&partnerID=40&md5=2279b82af97929e5767569e23037ac42",Article,Final,Open Access,Scopus,2-s2.0-84946851886
"Letchford, A., Moat, H.S., Preis, T.","57000134400; 55185006100; 14066361400","The advantage of short paper titles",2015,"Royal Society Open Science",2,"8", 150266,,,,50,10.1098/rsos.150266,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84945490437&partnerID=40&md5=426cc61d1f51235433081688c9a5f6b1",Article,Final,Open Access,Scopus,2-s2.0-84945490437
"Abril-de-Abreu, R., Cruz, A.S., Oliveira, R.F.","56768205400; 56747196700; 35561080400","Social dominance modulates eavesdropping in zebrafish",2015,"Royal Society Open Science",2,"8", 150220,,,,12,10.1098/rsos.150220,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84945153665&partnerID=40&md5=3b21800b166cb28e5d520d3d4d2a8bea",Article,Final,Open Access,Scopus,2-s2.0-84945153665
"Fennell, J., Goodwin, C., Burn, J.F., Leonards, U.","55222122600; 57117336600; 7102716099; 55883440000","How visual perceptual grouping influences foot placement",2015,"Royal Society Open Science",2,"7", 150151,,,,2,10.1098/rsos.150151,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84958231325&partnerID=40&md5=c1d54226fde0aabeb225c6889ac387ed",Article,Final,Open Access,Scopus,2-s2.0-84958231325
"van Woesik, R., Golbuu, Y., Roff, G.","57207592228; 16068398300; 13409006000","Keep up or drown: Adjustment of western Pacific coral reefs to sea-level rise in the 21st century",2015,"Royal Society Open Science",2,"7", 150181,,,,15,10.1098/rsos.150181,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84958231177&partnerID=40&md5=acf52b6ce75b7e47a50b81738bc98fa2",Article,Final,Open Access,Scopus,2-s2.0-84958231177
"Khan, K., Akbar, M.A., Koppelaar, H.","55950030300; 7005831946; 6507109105","Study of coupled nonlinear partial differential equations for finding exact analytical solutions",2015,"Royal Society Open Science",2,"7", 140406,,,,11,10.1098/rsos.140406,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84958231099&partnerID=40&md5=7a3f11ffea4d8131f233ed584e7dd6ac",Article,Final,Open Access,Scopus,2-s2.0-84958231099
"Fanshawe, T.R.","8700137700","An empirical investigation into the role of subjective prior probability in searching for potentially missing items",2015,"Royal Society Open Science",2,"7", 150100,,,,,10.1098/rsos.150100,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84958231043&partnerID=40&md5=0d4ba75a6d4151f4652c78f06f6a73f3",Article,Final,Open Access,Scopus,2-s2.0-84958231043
"Gueguen, Y., Czorlich, Y., Mastail, M., Le Tohic, B., Defay, D., Lyonnard, P., Marigliano, D., Gauthier, J.-P., Bari, H., Lo, C., Chabrier, S., Le Moullac, G.","7007101015; 57205256753; 6507325972; 57118101800; 57118046600; 57118178700; 57118061600; 57192439733; 57117928900; 55793209600; 8932550200; 56019971800","Yes, it turns: Experimental evidence of pearl rotation during its formation",2015,"Royal Society Open Science",2,"7", 150144,,,,6,10.1098/rsos.150144,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84958225608&partnerID=40&md5=40d18a3927a4ac93494fc2b331a290b5",Article,Final,Open Access,Scopus,2-s2.0-84958225608
"Hackmann, A., Delacave, H., Robinson, A., Labonte, D., Federle, W.","57117612000; 57118228500; 57117023000; 56006279400; 6601933346","Functional morphology and efficiency of the antenna cleaner in Camponotus rufifemur ants",2015,"Royal Society Open Science",2,"7", 150129,,,,7,10.1098/rsos.150129,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84958225550&partnerID=40&md5=abbc404b47ac8c97c694613846fef6e9",Article,Final,Open Access,Scopus,2-s2.0-84958225550
"Dietz, L., Arango, C.P., Dömel, J.S., Halanych, K.M., Harder, A.M., Held, C., Mahon, A.R., Mayer, C., Melzer, R.R., Rouse, G.W., Weis, A., Wilson, N.G., Leese, F.","41861205000; 56887630000; 56003470300; 7003606785; 56941556200; 7005675629; 7005243200; 57190439002; 7007046454; 7006088032; 55189565600; 7402218505; 7801416655","Regional differentiation and extensive hybridization between mitochondrial clades of the southern ocean giant sea spider colossendeis megalonyx",2015,"Royal Society Open Science",2,"7", 140424,,,,16,10.1098/rsos.140424,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84958214654&partnerID=40&md5=f74715e146a426ec6a531ec127ef13bc",Article,Final,Open Access,Scopus,2-s2.0-84958214654
"Queiroz, C.S., da Silva, F.R., Rossa-Feres, D.C.","57117539300; 36132991300; 16317537400","The relationship between pond habitat depth and functional tadpole diversity in an agricultural landscape",2015,"Royal Society Open Science",2,"7", 150165,,,,8,10.1098/rsos.150165,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84958214286&partnerID=40&md5=5baa29c7ac88a6c08b3b414f305e55a1",Article,Final,Open Access,Scopus,2-s2.0-84958214286
"Claes, J.M., Nilsson, D.-E., Mallefet, J., Straube, N.","25225221900; 35481365200; 6603775195; 24081278400","The presence of lateral photophores correlates with increased speciation in deep-sea bioluminescent sharks",2015,"Royal Society Open Science",2,"7", 150219,,,,5,10.1098/rsos.150219,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84958214116&partnerID=40&md5=9fd9cb20dc65130f788df5c4b82a762c",Article,Final,Open Access,Scopus,2-s2.0-84958214116
"Longo, A.V., Savage, A.E., Hewson, I., Zamudio, K.R.","22953960000; 8892014000; 6602360695; 6603683897","Seasonal and ontogenetic variation of skin microbial communities and relationships to natural disease dynamics in declining amphibians",2015,"Royal Society Open Science",2,"7", 140377,,,,44,10.1098/rsos.140377,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84958213665&partnerID=40&md5=6ad091f4d6477d814adec464e68e5726",Article,Final,Open Access,Scopus,2-s2.0-84958213665
"Read, J.C.A., Simonotto, J., Bohr, I., Godfrey, A., Galna, B., Rochester, L., Smulders, T.V.","15136816000; 6506381423; 6508006708; 23008307200; 25027488400; 7003666082; 6602802479","Balance and coordination after viewing stereoscopic 3D television",2015,"Royal Society Open Science",2,"7", 140522,,,,4,10.1098/rsos.140522,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84958213648&partnerID=40&md5=a0174f6ea4fde173d6885ed395fbc69f",Article,Final,Open Access,Scopus,2-s2.0-84958213648
