Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Dean, K.R., Krauer, F., Schmid, B.V.","57200523965; 25626790700; 25641976900","Epidemiology of a bubonic plague outbreak in Glasgow, Scotland in 1900",2019,"Royal Society Open Science",6,"1", 181695,,,,3,10.1098/rsos.181695,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85064343859&partnerID=40&md5=a47ace0bfee0a17cc08d495474067e55",Article,Final,Open Access,Scopus,2-s2.0-85064343859
"Wang, C., Yang, S., Chen, Y.","56603650900; 13612146100; 55721090300","Determination of the vapour pressure curves and vaporization enthalpies of hafnium alkoxides using thermogravimetric analysis",2019,"Royal Society Open Science",6,"1", 181193,,,,1,10.1098/rsos.181193,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85063081565&partnerID=40&md5=20ef10804b6ac949edfe67bd27b95fae",Article,Final,Open Access,Scopus,2-s2.0-85063081565
"Kreitmair, M.J., Draper, S., Borthwick, A.G.L., Van Den Bremer, T.S.","57202847130; 36620962200; 57203048697; 36054096300","The effect of uncertain bottom friction on estimates of tidal current power",2019,"Royal Society Open Science",6,"1", 180941,,,,1,10.1098/rsos.180941,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85062848265&partnerID=40&md5=a319f27652fb2f565017ec755db2a4bc",Article,Final,Open Access,Scopus,2-s2.0-85062848265
"Kadi, A.A., Darwish, H.W., Abuelizz, H.A., Alsubi, T.A., Attwa, M.W.","15922779800; 11338817100; 56667652300; 57210639469; 51763318400","Identification of reactive intermediate formation and bioactivation pathways in Abemaciclib metabolism by LC-MS/MS: In vitro metabolic investigation",2019,"Royal Society Open Science",6,"1", 181714,,,,1,10.1098/rsos.181714,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85062438493&partnerID=40&md5=a9a920c2e223f5d48b2a9bf6989b27e2",Article,Final,Open Access,Scopus,2-s2.0-85062438493
"Nurtay, A., Hennessy, M.G., Sardanyés, J., Alsedà, L., Elena, S.F.","57210634621; 56485341800; 13205316600; 6603826945; 7006364449","Theoretical conditions for the coexistence of viral strains with differences in phenotypic traits: A bifurcation analysis",2019,"Royal Society Open Science",6,"1", 181179,,,,1,10.1098/rsos.181179,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85062293025&partnerID=40&md5=040bc308b121f48c49aeea60f2a29171",Article,Final,Open Access,Scopus,2-s2.0-85062293025
"Bloomer, J., Sear, D., Kemp, P.","57191924501; 6603953636; 9433786600","Does variation in egg structure among five populations of Atlantic salmon (Salmo salar) influence their survival in low oxygen conditions?",2019,"Royal Society Open Science",6,"1", 181020,,,,1,10.1098/rsos.181020,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85062245529&partnerID=40&md5=30bde3072f25211526c05241ffb63455",Article,Final,Open Access,Scopus,2-s2.0-85062245529
"Davies, G.T.O., Kirkpatrick, J.B., Cameron, E.Z., Carver, S., Johnson, C.N.","57210636736; 7203081724; 57210642346; 7003773446; 7405667303","Ecosystem engineering by digging mammals: Effects on soil fertility and condition in Tasmanian temperate woodland",2019,"Royal Society Open Science",6,"1", 180621,,,,1,10.1098/rsos.180621,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85062157404&partnerID=40&md5=f66e3eb08dee3445c716c14acd092ccc",Article,Final,Open Access,Scopus,2-s2.0-85062157404
"Laidre, M.E.","8510778700","Private parts for private property: Evolution of penis size with more valuable, easily stolen shells",2019,"Royal Society Open Science",6,"1", 181760,,,,2,10.1098/rsos.181760,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85062080187&partnerID=40&md5=749cee6f1a20960bcf0eaf60d5e2965f",Article,Final,Open Access,Scopus,2-s2.0-85062080187
"Khurshid, F., Jeyavelan, M., Hudson, M.S.L., Nagarajan, S.","57202380413; 57194681549; 16309454400; 8622038400","Ag-doped ZnO nanorods embedded reduced graphene oxide nanocomposite for photo-electrochemical applications",2019,"Royal Society Open Science",6,"2", 181764,,,,2,10.1098/rsos.181764,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85061288621&partnerID=40&md5=3c662fc62da2b0042e8f9cc3db09a838",Article,Final,Open Access,Scopus,2-s2.0-85061288621
"Qi, H., Chen, H., Wang, Y., Jiang, L.","57204826659; 8713935300; 56584769400; 57206903347","Detection of ethyl carbamate in liquors using surface-enhanced Raman spectroscopy",2018,"Royal Society Open Science",5,"12", 181539,,,,1,10.1098/rsos.181539,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059704272&partnerID=40&md5=b365400d7fd971b738940a16fab0d08b",Article,Final,Open Access,Scopus,2-s2.0-85059704272
"Go, Y.-H., Lee, H.-J., Kong, H.-J., Jeong, H.-C., Lee, D.Y., Hong, S.-K., Sung, S.H., Kwon, O.-S., Cha, H.-J.","57194422607; 57205145423; 57205354042; 55143636800; 57205355785; 57188842373; 56014960600; 55986637400; 57205357399","Screening of cytotoxic or cytostatic flavonoids with quantitative Fluorescent Ubiquitination-based Cell Cycle Indicator-based cell cycle assay",2018,"Royal Society Open Science",5,"12", 181303,,,,1,10.1098/rsos.181303,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059702372&partnerID=40&md5=e9eb7c0a45e648fc3c67e8fa1680f844",Article,Final,Open Access,Scopus,2-s2.0-85059702372
"Sanguanini, M., Cattaneo, A.","57201945362; 15829214500","A continuous model of physiological prion aggregation suggests a role for Orb2 in gating long-term synaptic information",2018,"Royal Society Open Science",5,"12", 180336,,,,,10.1098/rsos.180336,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059700317&partnerID=40&md5=25bb8d7e03b5770182875d589ca40266",Article,Final,Open Access,Scopus,2-s2.0-85059700317
"Li, Y., Cai, R., Lü, R., Gao, L., Qin, S.","56247446800; 57205355032; 13608554200; 57191189068; 57205350590","Template synthesis of the Cu <inf>2</inf> O nanoparticle-doped hollow carbon nanofibres and their application as nonenzymatic glucose biosensors",2018,"Royal Society Open Science",5,"12", 181474,,,,,10.1098/rsos.181474,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059698593&partnerID=40&md5=43ab74d57c956417ae219b1b109f2483",Article,Final,Open Access,Scopus,2-s2.0-85059698593
"Mendoza-Galván, A., Munoz-Pineda, E., Järrendahl, K., Arwin, H.","6701678995; 55974319800; 7004670113; 7005740938","Pitch profile across the cuticle of the scarab beetle Cotinis mutabilis determined by analysis of Mueller matrix measurements",2018,"Royal Society Open Science",5,"12", 181096,,,,,10.1098/rsos.181096,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059697514&partnerID=40&md5=fbdf7da48468d980ea53573ba6d07619",Article,Final,Open Access,Scopus,2-s2.0-85059697514
"Sun, Y.-X., Wang, Y.-Y., Shen, B.-B., Zhang, B.-X., Hu, X.-M.","57196217114; 57205355939; 57203807493; 54381177800; 55378121200","Synthesis and investigation of physico-chemical properties of dicationic ionic liquids",2018,"Royal Society Open Science",5,"12", 181230,,,,2,10.1098/rsos.181230,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059696676&partnerID=40&md5=77cf6ebfe6ffaac4ac2b157da6ab5047",Article,Final,Open Access,Scopus,2-s2.0-85059696676
"Danthanarayana, A.N., Manatunga, D.C., De Silva, R.M., Chandrasekharan, N.V., De Silva, K.M.N.","57205348570; 56989668700; 7006226508; 24297937600; 36847462800","Magnetofection and isolation of DNA using polyethyleneimine functionalized magnetic iron oxide nanoparticles",2018,"Royal Society Open Science",5,"12", 181369,,,,,10.1098/rsos.181369,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059696481&partnerID=40&md5=fae9d8be601ac5923736d548c35dbf54",Article,Final,Open Access,Scopus,2-s2.0-85059696481
"Park, J., Mun, J., Shin, J.-S., Kang, S.-W.","57193167941; 36778537900; 7402724341; 13607652400","Highly sensitive two dimensional MoS<inf>2</inf> gas sensor decorated with Pt nanoparticles",2018,"Royal Society Open Science",5,"12", 181462,,,,,10.1098/rsos.181462,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059695059&partnerID=40&md5=e31647a541776810b5d3d75ca710d406",Article,Final,Open Access,Scopus,2-s2.0-85059695059
"Raffalt, P.C., Vallabhajosula, S., Renz, J.J., Mukherjee, M., Stergiou, N.","55143965300; 37035148500; 57195420913; 26654285000; 7004254944","Lower limb joint angle variability and dimensionality are different in stairmill climbing and treadmill walking",2018,"Royal Society Open Science",5,"12", 180996,,,,1,10.1098/rsos.180996,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059694662&partnerID=40&md5=e7c45f19c298d5b20ffffde1b5d326d3",Article,Final,Open Access,Scopus,2-s2.0-85059694662
"Liu, W., Zhu, Y., Wang, F., Li, X., Liu, X., Pang, J., Pan, W.","57207219220; 55723849000; 57204848913; 57204840601; 57204838516; 57204839407; 55823137500","Galactosylated chitosanfunctionalized mesoporous silica nanoparticles for efficient colon cancer cell-targeted drug delivery",2018,"Royal Society Open Science",5,"12", 181027,,,,2,10.1098/rsos.181027,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059693488&partnerID=40&md5=222422f46cc62a0618d76fa63e7409ed",Article,Final,Open Access,Scopus,2-s2.0-85059693488
"Sanz-Pérez, A., Ordiz, A., Sand, H., Swenson, J.E., Wabakken, P., Wikenros, C., Zimmermann, B., Akesson, M., Milleret, C.","57205352577; 16507557000; 56228530200; 7102439909; 7801599607; 14046341000; 23494386700; 6701691410; 56254890900","No place like home? A test of the natal habitat-biased dispersal hypothesis in Scandinavian wolves",2018,"Royal Society Open Science",5,"12", 181379,,,,1,10.1098/rsos.181379,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059693031&partnerID=40&md5=cf8ebb3b1135f1805fb92003eb2bba78",Article,Final,Open Access,Scopus,2-s2.0-85059693031
"Menyhárt, O., Nagy, A., Gyórffy, B.","55949916900; 57203722043; 56009655800","Determining consistent prognostic biomarkers of overall survival and vascular invasion in hepatocellular carcinoma",2018,"Royal Society Open Science",5,"12", 181006,,,,10,10.1098/rsos.181006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059692725&partnerID=40&md5=59238005ab32e26294eb279d1c88835c",Article,Final,Open Access,Scopus,2-s2.0-85059692725
"Monadjem, A., Kane, A., Taylor, P., Richards, L.R., Hall, G., Woodborne, S.","7004440617; 55373028200; 55169941000; 36144569700; 7402065796; 6506821545","Morphology and stable isotope analysis demonstrate different structuring of bat communities in rainforest and savannah habitats",2018,"Royal Society Open Science",5,"12", 180849,,,,,10.1098/rsos.180849,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059691452&partnerID=40&md5=48b4ce7ae5218bfb4117061eff8697d4",Article,Final,Open Access,Scopus,2-s2.0-85059691452
"Harrap, M.J.M., De Ibarra, N.H., Whitney, H.M., Rands, S.A.","57200325938; 57205351976; 8096689500; 6507219311","Reporting of thermography parameters in biology: A systematic review of thermal imaging literature",2018,"Royal Society Open Science",5,"12", 181281,,,,1,10.1098/rsos.181281,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059691195&partnerID=40&md5=01e7e6cf4752b658eb9014d4d10b5600",Review,Final,Open Access,Scopus,2-s2.0-85059691195
"Majerová, M., Klement, R., Prnová, A., Kraxner, J., Bruneel, E., Galusek, D.","24071723300; 8337041400; 25823364700; 23004660300; 6603915559; 6603883385","Crystallization and visible-near-infrared luminescence of Bi-doped gehlenite glass",2018,"Royal Society Open Science",5,"12", 181667,,,,1,10.1098/rsos.181667,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059689930&partnerID=40&md5=b7d3507ecb8334523ee9dc3987bb6785",Article,Final,Open Access,Scopus,2-s2.0-85059689930
"Pardo, J.D., Mann, A.","16744883400; 57205348630","A basal aistopod from the earliest Pennsylvanian of Canada, and the antiquity of the first limbless tetrapod lineage",2018,"Royal Society Open Science",5,"12", 181056,,,,,10.1098/rsos.181056,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059689788&partnerID=40&md5=b257a5a7b13db853c2d158fa7dfde67c",Article,Final,Open Access,Scopus,2-s2.0-85059689788
"Tatekura, Y., Watanabe, M., Kobayashi, K., Sanada, T.","56993519500; 55624482234; 7407125532; 7006553074","Pressure generated at the instant of impact between a liquid droplet and solid surface",2018,"Royal Society Open Science",5,"12", 181101,,,,2,10.1098/rsos.181101,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059686799&partnerID=40&md5=e2cb62c1af487019f7cc900f77a45c96",Article,Final,Open Access,Scopus,2-s2.0-85059686799
"Liu, T., Liu, Z., Yao, X., Huang, Y., Qu, Q., Shi, X., Zhang, H., Shi, X.","57200220623; 57206760642; 57205352916; 57201890349; 57205347722; 57207010696; 57207483532; 35735073200","Identification of cordycepin biosynthesis-related genes through de novo transcriptome assembly and analysis in Cordyceps cicadae",2018,"Royal Society Open Science",5,"12", 181247,,,,,10.1098/rsos.181247,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059685793&partnerID=40&md5=a183ee49fce1ca43672ffaf42cb49710",Article,Final,Open Access,Scopus,2-s2.0-85059685793
"Zhu, L., Kim, S.-J., Hara, M., Aono, M.","56867888800; 7601583602; 7403348780; 7103189269","Remarkable problem-solving ability of unicellular amoeboid organism and its mechanism",2018,"Royal Society Open Science",5,"12", 180396,,,,1,10.1098/rsos.180396,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059684764&partnerID=40&md5=ad7ba79b17180f90cdc5107d5e5a1c5a",Article,Final,Open Access,Scopus,2-s2.0-85059684764
"Keustermans, W., Huysmans, T., Danckaers, F., Zarowski, A., Schmelzer, B., Sijbers, J., Dirckx, J.J.J.","57190939747; 23397485100; 56462976200; 6603215762; 6603694080; 7003344927; 7006074729","High quality statistical shape modelling of the human nasal cavity and applications",2018,"Royal Society Open Science",5,"12", 181558,,,,,10.1098/rsos.181558,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059684676&partnerID=40&md5=91bf3eafdb50dce6dd0c24bf3b5c9e30",Article,Final,Open Access,Scopus,2-s2.0-85059684676
"Maeda, H., Yokota, S., Kasuga, T.","35082331200; 57191629961; 7103325741","Structural changes in calcium silicate hydrate gel and resulting improvement in phosphate species removal properties after mechanochemical treatment",2018,"Royal Society Open Science",5,"12", 181403,,,,1,10.1098/rsos.181403,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059684261&partnerID=40&md5=083c0103e4ac2ccecd4d48db52de8ae4",Article,Final,Open Access,Scopus,2-s2.0-85059684261
"Jamieson, L.E., Li, A., Faulds, K., Graham, D.","56564983900; 57205354225; 56344934800; 7403477696","Ratiometric analysis using Raman spectroscopy as a powerful predictor of structural properties of fatty acids",2018,"Royal Society Open Science",5,"12", 181483,,,,2,10.1098/rsos.181483,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059683761&partnerID=40&md5=eb4cfc784aff6f93481204bfc82e7223",Article,Final,Open Access,Scopus,2-s2.0-85059683761
"Qin, C., Liu, B., Huang, L., Liang, C., Gao, C., Yao, S.","56125256900; 57205210024; 57205204356; 55239060700; 57001911600; 55920864300","Adsorptive removal of adsorbable organic halogens by activated carbon",2018,"Royal Society Open Science",5,"12", 181507,,,,,10.1098/rsos.181507,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059682203&partnerID=40&md5=e37d2dac4824ce77ac4647a35292f120",Article,Final,Open Access,Scopus,2-s2.0-85059682203
"Bennett, C.E., Thomas, R., Williams, M., Zalasiewicz, J., Edgeworth, M., Miller, H., Coles, B., Foster, A., Burton, E.J., Marume, U.","24558988000; 55481768400; 7410004679; 7003744882; 35603228800; 55768417300; 57206032633; 56464690400; 55624937400; 36844425100","The broiler chicken as a signal of a human reconfigured biosphere",2018,"Royal Society Open Science",5,"12", 180325,,,,4,10.1098/rsos.180325,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059682160&partnerID=40&md5=b6d1a69546f8e4d976b943ec76e86e75",Article,Final,Open Access,Scopus,2-s2.0-85059682160
"Lillis, A., Apprill, A., Suca, J.J., Becker, C., Llopiz, J.K., Mooney, T.A.","35728571100; 6508309772; 57196122424; 57203280563; 9638081700; 8075046100","Soundscapes influence the settlement of the common Caribbean coral Porites astreoides irrespective of light conditions",2018,"Royal Society Open Science",5,"12", 181358,,,,,10.1098/rsos.181358,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059682027&partnerID=40&md5=0bbf1c4b0de8a01b667f3028735321b9",Article,Final,Open Access,Scopus,2-s2.0-85059682027
"Zhang, D., Chu, Y., Li, S., Yang, Y., Bai, X., Ye, C., Wen, D.","47562376500; 57202015841; 57202894419; 56660304900; 57141438600; 57202888749; 57205354562","Petrophysical characterization of high-rank coal by nuclear magnetic resonance: A case study of the Baijiao coal reservoir, SW China",2018,"Royal Society Open Science",5,"12", 181411,,,,,10.1098/rsos.181411,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059681488&partnerID=40&md5=dd7e049c5604ed35d601fa33255cdd59",Article,Final,Open Access,Scopus,2-s2.0-85059681488
"Xu, Q., Xu, K., Yao, X., Li, J., Li, L.","57201307545; 35072203000; 56415506500; 57209631059; 57203305644","Thermal decomposition characteristics of foundry sand for cast iron in nitrogen atmosphere",2018,"Royal Society Open Science",5,"12", 181091,,,,3,10.1098/rsos.181091,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059680605&partnerID=40&md5=d45183c8ab662a2a03615ee90ba151f1",Article,Final,Open Access,Scopus,2-s2.0-85059680605
"Zhong, L., Parker, S.F.","57201690556; 7401647290","Structure and vibrational spectroscopy of methanesulfonic acid",2018,"Royal Society Open Science",5,"12", 181363,,,,2,10.1098/rsos.181363,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059680451&partnerID=40&md5=714846da580a3a02e7d468d1f8b983f8",Article,Final,Open Access,Scopus,2-s2.0-85059680451
"Hanazuka, Y., Shimizu, M., Takaoka, H., Midorikawa, A.","55225607100; 55225824800; 57205354745; 18040401700","Orangutans (Pongo pygmaeus) recognize their own past actions",2018,"Royal Society Open Science",5,"12", 181497,,,,,10.1098/rsos.181497,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059679448&partnerID=40&md5=37f8f05dec1294852fc8648b06c9305b",Article,Final,Open Access,Scopus,2-s2.0-85059679448
"Campbell, L.A.D., Tkaczynski, P.J., Mouna, M., Derrou, A., Oukannou, L., Majolo, B., Van Lavieren, E.","57189361762; 55923921400; 6506526565; 57205352106; 57205354982; 55980757700; 36060527300","Behavioural thermoregulation via microhabitat selection of winter sleeping areas in an endangered primate: Implications for habitat conservation",2018,"Royal Society Open Science",5,"12", 181113,,,,2,10.1098/rsos.181113,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059678125&partnerID=40&md5=3e96cbd89dd9dafceec1e4e63996491e",Article,Final,Open Access,Scopus,2-s2.0-85059678125
"Ji, Y., Yao, Z., Zhang, J., Wang, X., Luo, J., Xiao, L., Zhang, S.","55713006500; 57203571035; 56011626600; 57205353712; 57205353196; 57205354589; 35303683100","Integrated biomarker responses of the submerged macrophyte Vallisneria spiralis via hydrological processes from Lake Poyang, China",2018,"Royal Society Open Science",5,"12", 180729,,,,1,10.1098/rsos.180729,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059678072&partnerID=40&md5=5209d61f1e9928818548b328685681e4",Article,Final,Open Access,Scopus,2-s2.0-85059678072
"Ding, H., Bao, Y., Huang, Q., Li, C., Chai, G.","57206946400; 56879701400; 57205350497; 57206622375; 55388729100","Three-dimensional localization of point acoustic sources using a planar microphone array combined with beamforming",2018,"Royal Society Open Science",5,"12", 181407,,,,,10.1098/rsos.181407,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059673655&partnerID=40&md5=dfc107fc427f031d5c2cd14ced74a724",Article,Final,Open Access,Scopus,2-s2.0-85059673655
"Furong, L., Weijun, L., Xiuxiu, H., Boru, Z., Shuhua, Z.","57205355117; 57205349514; 57205348864; 57205347555; 57200920675","Improving anti-infrared radiation and heat insulation by potassium hexatitanate whisker-doped Al<inf>2</inf>O<inf>3</inf>-SiO<inf>2</inf> composite xerogel",2018,"Royal Society Open Science",5,"12", 180787,,,,,10.1098/rsos.180787,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059673446&partnerID=40&md5=6b5032795f864d508e0587db4e219159",Article,Final,Open Access,Scopus,2-s2.0-85059673446
"Wu, L., Wang, W., Liu, R., Wu, G., Chen, H.","57193059411; 57205349104; 57205348685; 57205350215; 35791618000","Impact of the functionalization onto structure transformation and gas adsorption of MIL-68(In)",2018,"Royal Society Open Science",5,"12", 181378,,,,,10.1098/rsos.181378,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059670591&partnerID=40&md5=8a56634c581d7414275c1c01663ab871",Article,Final,Open Access,Scopus,2-s2.0-85059670591
"Maruyama, Y., Minamimure, S., Kobayashi, C., Nagao, M., Watauchi, S., Tanaka, I.","56818438000; 57205350384; 57205350462; 7402276656; 7003352006; 56747188500","Crystal growth of La<inf>2/3-x</inf>Li<inf>3x</inf>TiO<inf>3</inf> by the TSFZ method",2018,"Royal Society Open Science",5,"12", 181445,,,,,10.1098/rsos.181445,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059670499&partnerID=40&md5=2c157d22e6c75a03508a49d97ce9dd82",Article,Final,Open Access,Scopus,2-s2.0-85059670499
"Palmer, C.J., Caruana, N., Clifford, C.W.G., Seymour, K.J.","23973686700; 56251828400; 7101614245; 25824022600","Adaptive sensory coding of gaze direction in schizophrenia",2018,"Royal Society Open Science",5,"12", 180886,,,,3,10.1098/rsos.180886,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059670485&partnerID=40&md5=2fe139618185d4529c56a88a826de725",Article,Final,Open Access,Scopus,2-s2.0-85059670485
"Bogdan, M.J., Savin, T.","57202640086; 8398335500","Fingering instabilities in tissue invasion: An active fluid model",2018,"Royal Society Open Science",5,"12", 181579,,,,1,10.1098/rsos.181579,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059669725&partnerID=40&md5=abc18ea73f4f3d830e8e0ef4ac001cc6",Article,Final,Open Access,Scopus,2-s2.0-85059669725
"Ogunjobi, K.O., Adamu, Y., Akinsanola, A.A., Orimoloye, I.R.","6602501070; 57205351904; 57003634500; 57196487246","Spatio-temporal analysis of land use dynamics and its potential indications on land surface temperature in Sokoto Metropolis, Nigeria",2018,"Royal Society Open Science",5,"12", 180661,,,,3,10.1098/rsos.180661,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059669393&partnerID=40&md5=c6218b26582f303200ca00da0fd39657",Article,Final,Open Access,Scopus,2-s2.0-85059669393
"Corominas-Murtra, B., Fibla, M.S., Valverde, S., Solé, R.","23488700900; 57205349177; 7006393703; 7004381560","Chromatic transitions in the emergence of syntax networks",2018,"Royal Society Open Science",5,"12", 181286,,,,,10.1098/rsos.181286,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059668868&partnerID=40&md5=3ca3bd1eea0980c5d211e1005a360da0",Article,Final,Open Access,Scopus,2-s2.0-85059668868
"Aird, M.J., Ecker, U.K.H., Swire, B., Berinsky, A.J., Lewandowsky, S.","57205348953; 8891360700; 52264595600; 6602810672; 7003392492","Does truth matter to voters? the effects of correcting political misinformation in an Australian sample",2018,"Royal Society Open Science",5,"12", 180593,,,,1,10.1098/rsos.180593,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059668219&partnerID=40&md5=9af4ffe4db529adaf0cabdc05eab0b57",Article,Final,Open Access,Scopus,2-s2.0-85059668219
"Lee, C.L., H'Ng, P.S., Paridah, M.T., Chin, K.L., Rashid, U., Maminski, M., Go, W.Z., Raja Nazrin, R.A., Asyikin Rosli, S.N., Khoo, P.S.","57193123955; 35885648600; 6507902476; 57195275725; 16031556400; 14009758600; 55657485300; 57196701820; 57205350750; 57193124630","Production of bioadsorbent from phosphoric acid pretreated palm kernel shell and coconut shell by two-stage continuous physical activation via N <inf>2</inf> and air",2018,"Royal Society Open Science",5,"12", 180775,,,,,10.1098/rsos.180775,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059666038&partnerID=40&md5=912914c38cbfbdb70458da372796b054",Article,Final,Open Access,Scopus,2-s2.0-85059666038
"Zhou, Q., Zhai, H.Y., Pan, Y.F.","56046466300; 7202968268; 7403339986","Voltammetric determination of phenylephrine hydrochloride using a multi-walled carbon nanotube-modified carbon paste electrode",2018,"Royal Society Open Science",5,"12", 181264,,,,1,10.1098/rsos.181264,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059665796&partnerID=40&md5=c51ff97530364800e9453c71b1373fc5",Article,Final,Open Access,Scopus,2-s2.0-85059665796
"Ward, A.J.W., Schaerf, T.M., Burns, A.L.J., Lizier, J.T., Crosato, E., Prokopenko, M., Webster, M.M.","35579996400; 36609205600; 55210167200; 6507261813; 57200307335; 8905764100; 7202298599","Cohesion, order and information flow in the collective motion of mixed-species shoals",2018,"Royal Society Open Science",5,"12", 181132,,,,4,10.1098/rsos.181132,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059664207&partnerID=40&md5=062fd763735cff107f9c7918ca6e9bce",Article,Final,Open Access,Scopus,2-s2.0-85059664207
"Champneys, T., Castaldo, G., Consuegra, S., Garcia De Leaniz, C.","57205347935; 57205352254; 10939334900; 15623072100","Density-dependent changes in neophobia and stress-coping styles in the world's oldest farmed fish",2018,"Royal Society Open Science",5,"12", 181473,,,,2,10.1098/rsos.181473,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059663153&partnerID=40&md5=5cd4cc5945ac494d76a420ecfa284cd2",Article,Final,Open Access,Scopus,2-s2.0-85059663153
"Song, G., Chen, W., Dang, P., Wang, Y., Li, F.","55806698900; 57204666773; 57204682706; 57204683634; 25823119600","Synthesis of an excellent MTP catalyst: Hierarchical ZSM-5 zeolites with great mesoporosity",2018,"Royal Society Open Science",5,"12", 181691,,,,,10.1098/rsos.181691,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059662960&partnerID=40&md5=bbfcd54db1022f846086bc42fd581470",Article,Final,Open Access,Scopus,2-s2.0-85059662960
"Lin, Y., Ren, Y., Zhang, Y., Zhou, J., Zhou, F., Zhao, Q., Xu, G., Hua, Z.","57205352164; 57205354786; 57195696285; 57205352957; 57205351416; 55552339200; 7404264572; 13606594000","Protective role of nano-selenium-enriched Bifidobacterium longum in delaying the onset of streptozotocin-induced diabetes",2018,"Royal Society Open Science",5,"12", 181156,,,,2,10.1098/rsos.181156,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059662789&partnerID=40&md5=599979ef29bcc6bf614f5c3aa823a179",Article,Final,Open Access,Scopus,2-s2.0-85059662789
"Muller, K.E., Denison, R.F.","57118723600; 7006215751","Resource acquisition and allocation traits in symbiotic rhizobia with implications for life-history outside of legume hosts",2018,"Royal Society Open Science",5,"12", 181124,,,,,10.1098/rsos.181124,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059662009&partnerID=40&md5=9f2637e59c7b039c08f2c5c89c808209",Article,Final,Open Access,Scopus,2-s2.0-85059662009
"Larabee, F.J., Smith, A.A., Suarez, A.V.","15136268800; 24538026700; 7202765254","Snap-jaw morphology is specialized for high-speed power amplification in the Dracula ant, Mystrium camillae",2018,"Royal Society Open Science",5,"12", 181447,,,,4,10.1098/rsos.181447,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059660067&partnerID=40&md5=191b6f5d54eff4cea3f808aa0c8a6909",Article,Final,Open Access,Scopus,2-s2.0-85059660067
